| table_name                  | column_name                  | data_type                   | is_nullable | column_default                                                |
| siparis_adet_uyusmazliklari | karar_tarihi                 | timestamp with time zone    | YES         | null                                                          |
| siparis_adet_uyusmazliklari | tespit_eden_kullanici_id     | uuid                        | YES         | null                                                          |
| siparis_adet_uyusmazliklari | karar_veren_kullanici_id     | uuid                        | YES         | null                                                          |
| siparis_adet_uyusmazliklari | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_adet_uyusmazliklari | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_durum_gecmisi       | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| siparis_durum_gecmisi       | siparis_durum_id             | uuid                        | YES         | null                                                          |
| siparis_durum_gecmisi       | eski_durum                   | text                        | YES         | null                                                          |
| siparis_durum_gecmisi       | yeni_durum                   | text                        | NO          | null                                                          |
| siparis_durum_gecmisi       | kullanici_id                 | text                        | YES         | null                                                          |
| siparis_durum_gecmisi       | degisiklik_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| siparis_durum_gecmisi       | aciklama                     | text                        | YES         | null                                                          |
| siparis_durum_gecmisi       | islem_tipi                   | text                        | YES         | null                                                          |
| siparis_durum_gecmisi       | degisiklik_verisi            | jsonb                       | YES         | null                                                          |
| siparis_durum_gecmisi       | adet_farklari                | jsonb                       | YES         | null                                                          |
| siparis_durumlari           | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| siparis_durumlari           | siparis_id                   | text                        | NO          | null                                                          |
| siparis_durumlari           | siparis_tipi                 | text                        | NO          | 'onaylanmis'::text                                            |
| siparis_durumlari           | durum                        | text                        | NO          | 'hazirlanacak'::text                                          |
| siparis_durumlari           | musteri_adi                  | text                        | YES         | null                                                          |
| siparis_durumlari           | siparis_numarasi             | text                        | YES         | null                                                          |
| siparis_durumlari           | toplam_tutar                 | numeric                     | YES         | 0                                                             |
| siparis_durumlari           | urun_sayisi                  | integer                     | YES         | 0                                                             |
| siparis_durumlari           | hazirlayan_kullanici_id      | uuid                        | YES         | null                                                          |
| siparis_durumlari           | hazirlama_baslama_tarihi     | timestamp with time zone    | YES         | null                                                          |
| siparis_durumlari           | hazirlama_bitis_tarihi       | timestamp with time zone    | YES         | null                                                          |
| siparis_durumlari           | kontrol_kullanici_id         | uuid                        | YES         | null                                                          |
| siparis_durumlari           | kontrol_tarihi               | timestamp with time zone    | YES         | null                                                          |
| siparis_durumlari           | yukleme_kullanici_id         | uuid                        | YES         | null                                                          |
| siparis_durumlari           | yukleme_tarihi               | timestamp with time zone    | YES         | null                                                          |
| siparis_durumlari           | siparis_verisi               | jsonb                       | YES         | null                                                          |
| siparis_durumlari           | hazirlama_verisi             | jsonb                       | YES         | null                                                          |
| siparis_durumlari           | notlar                       | text                        | YES         | null                                                          |
| siparis_durumlari           | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_durumlari           | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_durumlari           | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| siparis_durumlari           | onay_durumu                  | text                        | YES         | null                                                          |
| siparis_durumlari           | onaylayan_kullanici_id       | uuid                        | YES         | null                                                          |
| siparis_durumlari           | onay_tarihi                  | timestamp with time zone    | YES         | null                                                          |
| siparis_durumlari           | red_nedeni                   | text                        | YES         | null                                                          |
| siparis_durumlari           | adet_uyusmazligi             | boolean                     | YES         | false                                                         |
| siparis_durumlari           | uyusmazlik_detayi            | jsonb                       | YES         | null                                                          |
| siparis_durumlari           | orijinal_siparis_verisi      | jsonb                       | YES         | null                                                          |
| siparis_durumlari           | yonetici_duzenleme_verisi    | jsonb                       | YES         | null                                                          |
| siparis_durumlari           | duzenleme_sayisi             | integer                     | YES         | 0                                                             |
| siparis_durumlari           | son_duzenleme_tarihi         | timestamp with time zone    | YES         | null                                                          |
| siparis_durumlari           | kontrol_referans_tipi        | text                        | YES         | 'orijinal'::text                                              |
| siparis_durumlari           | kontrol_gecmisi              | jsonb                       | YES         | '[]'::jsonb                                                   |
| siparis_durumlari           | yeniden_kontrol_sayisi       | integer                     | YES         | 0                                                             |
| siparis_durumlari           | cari_hesap_id                | uuid                        | YES         | null                                                          |
| siparis_gecmisi             | id                           | uuid                        | NO          | uuid_generate_v4()                                            |
| siparis_gecmisi             | siparis_id                   | uuid                        | YES         | null                                                          |
| siparis_gecmisi             | durum                        | USER-DEFINED                | YES         | null                                                          |
| siparis_gecmisi             | kullanici_id                 | uuid                        | YES         | null                                                          |
| siparis_gecmisi             | aciklama                     | text                        | YES         | null                                                          |
| siparis_gecmisi             | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_kalemleri           | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| siparis_kalemleri           | siparis_id                   | uuid                        | NO          | null                                                          |
| siparis_kalemleri           | stok_id                      | uuid                        | NO          | null                                                          |
| siparis_kalemleri           | miktar                       | integer                     | NO          | null                                                          |
| siparis_kalemleri           | birim_fiyat                  | numeric                     | NO          | null                                                          |
| siparis_kalemleri           | indirim_orani                | numeric                     | NO          | 0                                                             |
| siparis_kalemleri           | kdv_orani                    | numeric                     | NO          | 18                                                            |
| siparis_kalemleri           | toplam_tutar                 | numeric                     | NO          | null                                                          |
| siparis_kalemleri           | sira_no                      | integer                     | NO          | 1                                                             |
| siparis_kalemleri           | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| siparis_kalemleri           | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| siparis_kontrol_kayitlari   | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| siparis_kontrol_kayitlari   | siparis_durum_id             | uuid                        | NO          | null                                                          |
| siparis_kontrol_kayitlari   | kontrol_tipi                 | text                        | NO          | null                                                          |
| siparis_kontrol_kayitlari   | kontrol_referans_tipi        | text                        | NO          | null                                                          |
| siparis_kontrol_kayitlari   | sonuc                        | text                        | NO          | null                                                          |
| siparis_kontrol_kayitlari   | beklenen_veriler             | jsonb                       | NO          | null                                                          |
| siparis_kontrol_kayitlari   | bulunan_veriler              | jsonb                       | NO          | null                                                          |
| siparis_kontrol_kayitlari   | farklar                      | jsonb                       | YES         | null                                                          |
| siparis_kontrol_kayitlari   | kontrol_eden_kullanici_id    | uuid                        | YES         | null                                                          |
| siparis_kontrol_kayitlari   | kontrol_tarihi               | timestamp with time zone    | YES         | now()                                                         |
| siparis_kontrol_kayitlari   | notlar                       | text                        | YES         | null                                                          |
| siparis_kontrol_kayitlari   | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_urun_farkliliklari  | id                           | uuid                        | NO          | uuid_generate_v4()                                            |
| siparis_urun_farkliliklari  | siparis_id                   | uuid                        | YES         | null                                                          |
| siparis_urun_farkliliklari  | urun_id                      | uuid                        | YES         | null                                                          |
| siparis_urun_farkliliklari  | istenen_miktar               | numeric                     | YES         | null                                                          |
| siparis_urun_farkliliklari  | hazirlanan_miktar            | numeric                     | YES         | null                                                          |
| siparis_urun_farkliliklari  | fark_nedeni                  | text                        | YES         | null                                                          |
| siparis_urun_farkliliklari  | onay_durumu                  | USER-DEFINED                | YES         | 'onay_bekliyor'::order_status                                 |
| siparis_urun_farkliliklari  | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparis_urun_farkliliklari  | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| siparisler                  | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| siparisler                  | siparis_no                   | text                        | NO          | null                                                          |
| siparisler                  | cari_hesap_id                | uuid                        | YES         | null                                                          |
| siparisler                  | siparis_tarihi               | date                        | NO          | CURRENT_DATE                                                  |
| siparisler                  | teslim_tarihi                | date                        | YES         | null                                                          |
| siparisler                  | siparis_durumu               | text                        | NO          | 'beklemede'::text                                             |
| siparisler                  | ara_toplam                   | numeric                     | NO          | 0                                                             |
| siparisler                  | indirim_tutari               | numeric                     | NO          | 0                                                             |
| siparisler                  | kdv_tutari                   | numeric                     | NO          | 0                                                             |
| siparisler                  | toplam_tutar                 | numeric                     | NO          | 0                                                             |
| siparisler                  | teslimat_adresi              | text                        | YES         | null                                                          |
| siparisler                  | kargo_firmasi                | text                        | YES         | null                                                          |
| siparisler                  | kargo_takip_no               | text                        | YES         | null                                                          |
| siparisler                  | notlar                       | text                        | YES         | null                                                          |
| siparisler                  | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| siparisler                  | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| siparisler                  | durum                        | USER-DEFINED                | YES         | 'onay_bekliyor'::order_status                                 |
| siparisler                  | hazirlayan_kullanici         | uuid                        | YES         | null                                                          |
| siparisler                  | kontrol_eden_kullanici       | uuid                        | YES         | null                                                          |
| siparisler                  | onaylayan_kullanici          | uuid                        | YES         | null                                                          |
| siparisler                  | hazirlama_baslangic          | timestamp with time zone    | YES         | null                                                          |
| siparisler                  | hazirlama_bitis              | timestamp with time zone    | YES         | null                                                          |
| siparisler                  | kontrol_baslangic            | timestamp with time zone    | YES         | null                                                          |
| siparisler                  | kontrol_bitis                | timestamp with time zone    | YES         | null                                                          |
| siparisler                  | onay_tarihi                  | timestamp with time zone    | YES         | null                                                          |
| siparisler                  | red_nedeni                   | text                        | YES         | null                                                          |
| stok_hareketleri            | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| stok_hareketleri            | stok_id                      | uuid                        | NO          | null                                                          |
| stok_hareketleri            | hareket_tipi                 | text                        | NO          | null                                                          |
| stok_hareketleri            | miktar                       | integer                     | NO          | null                                                          |
| stok_hareketleri            | onceki_miktar                | integer                     | NO          | null                                                          |
| stok_hareketleri            | sonraki_miktar               | integer                     | NO          | null                                                          |
| stok_hareketleri            | birim_fiyat                  | numeric                     | YES         | null                                                          |
| stok_hareketleri            | toplam_tutar                 | numeric                     | YES         | null                                                          |
| stok_hareketleri            | belge_no                     | text                        | YES         | null                                                          |
| stok_hareketleri            | belge_tipi                   | text                        | YES         | null                                                          |
| stok_hareketleri            | referans_id                  | uuid                        | YES         | null                                                          |
| stok_hareketleri            | aciklama                     | text                        | YES         | null                                                          |
| stok_hareketleri            | islem_tarihi                 | timestamp with time zone    | NO          | now()                                                         |
| stok_hareketleri            | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| stok_hareketleri            | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| stok_satis_fiyat_listeleri  | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| stok_satis_fiyat_listeleri  | liste_adi                    | text                        | NO          | null                                                          |
| stok_satis_fiyat_listeleri  | stok_id                      | uuid                        | NO          | null                                                          |
| stok_satis_fiyat_listeleri  | fiyat                        | numeric                     | NO          | null                                                          |
| stok_satis_fiyat_listeleri  | baslangic_tarihi             | date                        | YES         | null                                                          |
| stok_satis_fiyat_listeleri  | bitis_tarihi                 | date                        | YES         | null                                                          |
| stok_satis_fiyat_listeleri  | aktif                        | boolean                     | NO          | true                                                          |
| stok_satis_fiyat_listeleri  | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| stok_satis_fiyat_listeleri  | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| stoklar                     | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| stoklar                     | stok_kodu                    | text                        | NO          | null                                                          |
| stoklar                     | stok_adi                     | text                        | NO          | null                                                          |
| stoklar                     | barkod                       | text                        | YES         | null                                                          |
| stoklar                     | kategori_id                  | uuid                        | YES         | null                                                          |
| stoklar                     | marka_id                     | uuid                        | YES         | null                                                          |
| stoklar                     | birim_turu                   | text                        | NO          | 'Adet'::text                                                  |
| stoklar                     | ambalaj                      | text                        | YES         | null                                                          |
| stoklar                     | raf_kodu                     | text                        | YES         | null                                                          |
| stoklar                     | eldeki_miktar                | integer                     | NO          | 0                                                             |
| stoklar                     | minimum_stok                 | integer                     | NO          | 0                                                             |
| stoklar                     | maksimum_stok                | integer                     | YES         | null                                                          |
| stoklar                     | alis_fiyati                  | numeric                     | NO          | 0                                                             |
| stoklar                     | satis_fiyati                 | numeric                     | NO          | 0                                                             |
| stoklar                     | kdv_orani                    | numeric                     | NO          | 18                                                            |
| stoklar                     | stok_durumu                  | text                        | NO          | 'normal'::text                                                |
| stoklar                     | resim_url                    | text                        | YES         | null                                                          |
| stoklar                     | aciklama                     | text                        | YES         | null                                                          |
| stoklar                     | aktif                        | boolean                     | NO          | true                                                          |
| stoklar                     | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| stoklar                     | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| stoklar                     | resim_url_2                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_3                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_4                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_5                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_6                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_7                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_8                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_9                  | text                        | YES         | null                                                          |
| stoklar                     | resim_url_10                 | text                        | YES         | null                                                          |
| stoklar                     | ana_resim_sira               | integer                     | YES         | 1                                                             |
| stoklar                     | resim_metadata               | jsonb                       | YES         | '{}'::jsonb                                                   |
| stoklar                     | olcu                         | text                        | YES         | null                                                          |
| stoklar                     | ek_resimler                  | ARRAY                       | YES         | '{}'::text[]                                                  |
| stoklar                     | display_order                | integer                     | YES         | null                                                          |
| stoklar                     | koliadeti                    | integer                     | YES         | 1                                                             |
| sync_conflicts              | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sync_conflicts              | table_name                   | text                        | NO          | null                                                          |
| sync_conflicts              | record_id                    | text                        | NO          | null                                                          |
| sync_conflicts              | local_data                   | jsonb                       | YES         | null                                                          |
| sync_conflicts              | remote_data                  | jsonb                       | YES         | null                                                          |
| sync_conflicts              | conflict_type                | text                        | NO          | null                                                          |
| sync_conflicts              | resolution_status            | text                        | YES         | 'pending'::text                                               |
| sync_conflicts              | resolved_by                  | text                        | YES         | null                                                          |
| sync_conflicts              | resolved_at                  | timestamp with time zone    | YES         | null                                                          |
| sync_conflicts              | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| sync_logs                   | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sync_logs                   | table_name                   | text                        | NO          | null                                                          |
| sync_logs                   | operation                    | text                        | NO          | null                                                          |
| sync_logs                   | record_id                    | text                        | NO          | null                                                          |
| sync_logs                   | sync_status                  | text                        | YES         | 'pending'::text                                               |
| sync_logs                   | conflict_resolution          | text                        | YES         | null                                                          |
| sync_logs                   | error_message                | text                        | YES         | null                                                          |
| sync_logs                   | local_timestamp              | timestamp with time zone    | YES         | now()                                                         |
| sync_logs                   | remote_timestamp             | timestamp with time zone    | YES         | null                                                          |
| sync_logs                   | sync_direction               | text                        | NO          | null                                                          |
| sync_logs                   | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| sync_queue                  | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sync_queue                  | table_name                   | text                        | NO          | null                                                          |
| sync_queue                  | operation                    | text                        | NO          | null                                                          |
| sync_queue                  | record_id                    | text                        | NO          | null                                                          |
| sync_queue                  | data_snapshot                | jsonb                       | YES         | null                                                          |
| sync_queue                  | priority                     | integer                     | YES         | 5                                                             |
| sync_queue                  | retry_count                  | integer                     | YES         | 0                                                             |
| sync_queue                  | max_retries                  | integer                     | YES         | 3                                                             |
| sync_queue                  | scheduled_at                 | timestamp with time zone    | YES         | now()                                                         |
| sync_queue                  | processed_at                 | timestamp with time zone    | YES         | null                                                          |
| sync_queue                  | status                       | text                        | YES         | 'pending'::text                                               |
| sync_queue                  | error_message                | text                        | YES         | null                                                          |
| sync_queue                  | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| sync_settings               | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sync_settings               | table_name                   | text                        | NO          | null                                                          |
| sync_settings               | sync_enabled                 | boolean                     | YES         | true                                                          |
| sync_settings               | last_sync                    | timestamp with time zone    | YES         | null                                                          |
| sync_settings               | sync_interval_minutes        | integer                     | YES         | 5                                                             |
| sync_settings               | conflict_resolution_strategy | text                        | YES         | 'timestamp'::text                                             |
| sync_settings               | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| sync_settings               | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| tahsilatlar                 | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| tahsilatlar                 | tahsilat_no                  | text                        | NO          | null                                                          |
| tahsilatlar                 | cari_hesap_id                | uuid                        | NO          | null                                                          |
| tahsilatlar                 | tahsilat_tarihi              | date                        | NO          | CURRENT_DATE                                                  |
| tahsilatlar                 | tahsilat_tipi                | text                        | NO          | 'nakit'::text                                                 |
| tahsilatlar                 | tutar                        | numeric                     | NO          | null                                                          |
| tahsilatlar                 | banka_id                     | uuid                        | YES         | null                                                          |
| tahsilatlar                 | cek_no                       | text                        | YES         | null                                                          |
| tahsilatlar                 | cek_vade_tarihi              | date                        | YES         | null                                                          |
| tahsilatlar                 | aciklama                     | text                        | YES         | null                                                          |
| tahsilatlar                 | tahsilat_durumu              | text                        | NO          | 'tahsil_edildi'::text                                         |
| tahsilatlar                 | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| tahsilatlar                 | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| tahsilatlar                 | tediye_tipi                  | text                        | YES         | null                                                          |
| tahsilatlar                 | vade_tarihi                  | date                        | NO          | CURRENT_DATE                                                  |
| tahsilatlar                 | banka_adi                    | text                        | YES         | null                                                          |
| tahsilatlar                 | dekont_no                    | text                        | YES         | null                                                          |
| tahsilatlar                 | resim_urls                   | jsonb                       | YES         | '[]'::jsonb                                                   |
| tahsilatlar                 | kasa_id                      | uuid                        | YES         | null                                                          |
| teklif_kalemleri            | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| teklif_kalemleri            | teklif_id                    | uuid                        | NO          | null                                                          |
| teklif_kalemleri            | stok_id                      | uuid                        | NO          | null                                                          |
| teklif_kalemleri            | miktar                       | integer                     | NO          | null                                                          |
| teklif_kalemleri            | birim_fiyat                  | numeric                     | NO          | null                                                          |
| teklif_kalemleri            | indirim_orani                | numeric                     | NO          | 0                                                             |
| teklif_kalemleri            | toplam_tutar                 | numeric                     | NO          | null                                                          |
| teklif_kalemleri            | aciklama                     | text                        | YES         | null                                                          |
| teklif_kalemleri            | sira_no                      | integer                     | NO          | 1                                                             |
| teklif_kalemleri            | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| teklifler                   | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| teklifler                   | teklif_no                    | text                        | NO          | null                                                          |
| teklifler                   | cari_hesap_id                | uuid                        | YES         | null                                                          |
| teklifler                   | teklif_tarihi                | date                        | NO          | CURRENT_DATE                                                  |
| teklifler                   | gecerlilik_tarihi            | date                        | YES         | null                                                          |
| teklifler                   | teklif_durumu                | text                        | NO          | 'hazırlaniyor'::text                                          |
| teklifler                   | ara_toplam                   | numeric                     | NO          | 0                                                             |
| teklifler                   | indirim_tutari               | numeric                     | NO          | 0                                                             |
| teklifler                   | kdv_tutari                   | numeric                     | NO          | 0                                                             |
| teklifler                   | toplam_tutar                 | numeric                     | NO          | 0                                                             |
| teklifler                   | notlar                       | text                        | YES         | null                                                          |
| teklifler                   | ozel_sartlar                 | text                        | YES         | null                                                          |
| teklifler                   | teslimat_suresi              | text                        | YES         | null                                                          |
| teklifler                   | odeme_sartlari               | text                        | YES         | null                                                          |
| teklifler                   | olusturan_kullanici_id       | uuid                        | YES         | null                                                          |
| teklifler                   | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| teklifler                   | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| teslimat_siparisleri        | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| teslimat_siparisleri        | teslimat_id                  | uuid                        | NO          | null                                                          |
